GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Barghest Minion 1,Hero 1,Barghest Minion 3,Barghest Minion 2,Hero 3,Hero 2,Hero 4,Goblin Minion 3,Goblin Minion 4,Goblin Minion 1,Goblin Minion 2,Goblin Master,Barghest Master
-129240464,Descent2e,0,ABOUT_TO_START,0,0,5,2,"(8,3)","(1,16)","(6,3)","(7,2)","(2,15)","(1,15)","(2,16)","(4,5)","(4,6)","(3,7)","(3,6)","(2,7)","(8,6)"
-129240464,Descent2e,0,ROUND_OVER,53,13,5,2,"(8,3)","(1,16)","(6,3)","(7,2)","(2,15)","(1,16)","(3,16)","(4,5)","(4,6)","(5,9)","(2,7)","(3,12)","(8,6)"
-129240464,Descent2e,1,ROUND_OVER,81,13,5,2,"(8,3)","(1,16)","(6,3)","(11,4)","(3,15)","(1,16)","(4,15)","(7,9)","(4,6)","(5,9)","(2,7)","(3,12)","(8,6)"
-129240464,Descent2e,2,ROUND_OVER,112,13,5,2,"(8,3)","(1,16)","(6,3)","(11,4)","(3,15)","(1,15)","(4,15)","(4,16)","(4,6)","(5,9)","(2,7)","(3,12)","(8,6)"
-129240464,Descent2e,3,ROUND_OVER,128,13,5,2,"(8,3)","(1,16)","(6,3)","(11,4)","(3,15)","(1,15)","(4,15)","(4,16)","(4,6)","(5,9)","(2,7)","(5,13)","(8,6)"
-129240464,Descent2e,4,ROUND_OVER,142,13,5,2,"(8,3)","(1,16)","(6,3)","(11,4)","(3,15)","(1,15)","(4,15)","(4,16)","(4,6)","(5,9)","(2,7)","(5,13)","(8,6)"
-129240464,Descent2e,5,ROUND_OVER,173,13,5,2,"(8,3)","(1,16)","(5,6)","(11,4)","(3,15)","(1,15)","(5,15)","(4,16)","(4,6)","(5,9)","(2,7)","(5,13)","(8,6)"
-129240464,Descent2e,6,GAME_OVER,174,0,5,2,"(8,3)","(1,16)","(5,6)","(11,4)","(3,15)","(1,15)","(5,15)","(4,16)","(4,6)","(5,9)","(2,7)","(5,13)","(8,6)"
-12132643,Descent2e,0,ABOUT_TO_START,0,0,5,3,"(9,6)","(1,16)","(7,2)","(11,5)","(1,15)","(2,16)","(2,15)","(4,4)","(4,3)","(5,5)","(5,6)","(3,4)","(8,2)"
-12132643,Descent2e,0,ROUND_OVER,30,13,5,3,"(9,6)","(1,16)","(7,2)","(11,5)","(1,15)","(2,16)","(4,14)","(5,8)","(2,7)","(3,9)","(5,6)","(3,8)","(8,2)"
-12132643,Descent2e,1,ROUND_OVER,53,13,5,3,"(9,6)","(1,16)","(7,2)","(11,5)","(1,15)","(3,17)","(4,14)","(5,8)","(2,7)","(5,16)","(5,6)","(3,8)","(8,2)"
-12132643,Descent2e,2,ROUND_OVER,68,13,5,3,"(9,6)","(1,16)","(7,2)","(11,5)","(1,15)","(3,17)","(4,14)","(5,8)","(2,7)","(5,16)","(5,6)","(4,11)","(8,2)"
-12132643,Descent2e,3,ROUND_OVER,91,13,5,3,"(9,6)","(1,16)","(7,2)","(11,5)","(1,15)","(3,17)","(5,14)","(5,8)","(2,7)","(5,16)","(5,6)","(6,14)","(8,2)"
-12132643,Descent2e,4,ROUND_OVER,115,12,5,3,"(9,6)","(1,16)","(5,5)","(11,5)","(1,15)","(3,17)","(5,14)","(5,8)","(2,7)","(5,16)","(5,6)","(6,4)","(8,2)"
-12132643,Descent2e,5,GAME_OVER,116,0,5,3,"(9,6)","(1,16)","(5,5)","(11,5)","(1,15)","(3,17)","(5,14)","(5,8)","(2,7)","(5,16)","(5,6)","(6,4)","(8,2)"
-1125441341,Descent2e,0,ABOUT_TO_START,0,0,5,4,"(10,4)","(2,16)","(9,4)","(11,6)","(1,15)","(2,15)","(1,16)","(2,7)","(5,7)","(4,5)","(4,4)","(5,4)","(6,4)"
-1125441341,Descent2e,0,ROUND_OVER,33,13,5,4,"(9,6)","(2,16)","(8,4)","(11,6)","(1,15)","(2,15)","(1,16)","(2,7)","(5,7)","(4,5)","(3,9)","(4,10)","(6,4)"
-1125441341,Descent2e,1,ROUND_OVER,74,13,5,4,"(9,6)","(2,16)","(9,5)","(11,6)","(1,15)","(3,17)","(1,16)","(2,7)","(5,7)","(5,9)","(3,9)","(4,10)","(6,4)"
-1125441341,Descent2e,2,ROUND_OVER,105,13,5,4,"(9,6)","(1,15)","(9,5)","(11,6)","(2,16)","(3,17)","(1,16)","(2,7)","(5,7)","(3,11)","(5,14)","(3,13)","(6,4)"
-1125441341,Descent2e,3,ROUND_OVER,121,13,5,4,"(9,6)","(1,15)","(9,5)","(11,6)","(2,16)","(3,17)","(1,16)","(2,7)","(5,7)","(4,15)","(5,14)","(3,13)","(6,4)"
-1125441341,Descent2e,4,ROUND_OVER,140,13,5,4,"(9,6)","(1,15)","(9,5)","(11,6)","(2,15)","(3,17)","(1,16)","(2,7)","(5,7)","(4,15)","(5,14)","(3,13)","(6,4)"
-1125441341,Descent2e,5,ROUND_OVER,154,13,5,4,"(9,6)","(1,15)","(9,5)","(11,6)","(2,15)","(3,17)","(1,16)","(2,7)","(5,7)","(4,15)","(5,14)","(3,13)","(6,4)"
-1125441341,Descent2e,6,GAME_OVER,155,0,5,4,"(9,6)","(1,15)","(9,5)","(11,6)","(2,15)","(3,17)","(1,16)","(2,7)","(5,7)","(4,15)","(5,14)","(3,13)","(6,4)"
-1121622036,Descent2e,0,ABOUT_TO_START,0,0,5,5,"(11,5)","(2,16)","(8,6)","(9,6)","(2,15)","(1,16)","(1,15)","(4,5)","(2,5)","(2,3)","(5,3)","(3,2)","(10,3)"
-1121622036,Descent2e,0,ROUND_OVER,38,13,5,5,"(11,5)","(2,16)","(8,6)","(9,6)","(2,15)","(1,16)","(5,14)","(6,14)","(2,5)","(4,8)","(3,8)","(8,9)","(10,3)"
-1121622036,Descent2e,1,ROUND_OVER,59,13,5,5,"(11,5)","(2,16)","(8,6)","(9,6)","(2,15)","(1,16)","(5,14)","(6,14)","(2,5)","(4,8)","(3,8)","(8,13)","(10,3)"
-1121622036,Descent2e,2,ROUND_OVER,88,12,5,5,"(11,5)","(2,16)","(8,6)","(9,6)","(2,15)","(1,16)","(5,15)","(2,5)","(6,5)","(4,8)","(3,8)","(4,14)","(10,3)"
-1121622036,Descent2e,3,ROUND_OVER,120,12,5,5,"(11,5)","(2,16)","(8,6)","(9,6)","(1,15)","(1,16)","(5,15)","(5,8)","(6,5)","(6,14)","(4,12)","(8,4)","(10,3)"
-1121622036,Descent2e,4,ROUND_OVER,151,13,5,5,"(11,5)","(2,16)","(8,7)","(9,6)","(1,15)","(1,16)","(5,17)","(5,8)","(6,5)","(6,14)","(4,12)","(8,4)","(10,3)"
-1121622036,Descent2e,5,GAME_OVER,152,0,5,5,"(11,5)","(2,16)","(8,7)","(9,6)","(1,15)","(1,16)","(5,17)","(5,8)","(6,5)","(6,14)","(4,12)","(8,4)","(10,3)"
-1665234851,Descent2e,0,ABOUT_TO_START,0,0,5,6,"(7,3)","(1,16)","(10,5)","(8,3)","(2,15)","(2,16)","(1,15)","(4,3)","(5,3)","(3,3)","(4,4)","(3,5)","(11,6)"
-1665234851,Descent2e,0,ROUND_OVER,42,13,5,6,"(7,3)","(4,14)","(10,5)","(8,3)","(2,15)","(2,16)","(1,15)","(4,8)","(5,8)","(5,6)","(3,8)","(3,9)","(10,4)"
-1665234851,Descent2e,1,ROUND_OVER,72,13,5,6,"(7,3)","(4,14)","(10,5)","(8,3)","(2,15)","(1,16)","(1,15)","(4,8)","(5,8)","(5,6)","(3,8)","(3,14)","(10,4)"
-1665234851,Descent2e,2,ROUND_OVER,92,13,5,6,"(7,3)","(4,14)","(10,5)","(8,3)","(2,15)","(1,16)","(1,15)","(4,8)","(4,16)","(5,6)","(3,8)","(3,14)","(10,4)"
-1665234851,Descent2e,3,ROUND_OVER,121,13,5,6,"(7,3)","(4,14)","(10,5)","(8,3)","(3,16)","(1,16)","(1,15)","(4,8)","(4,16)","(5,6)","(3,8)","(3,14)","(10,4)"
-1665234851,Descent2e,4,ROUND_OVER,146,13,5,6,"(7,3)","(6,17)","(10,5)","(8,3)","(3,16)","(1,16)","(5,14)","(4,8)","(4,16)","(5,6)","(3,8)","(3,14)","(10,4)"
-1665234851,Descent2e,5,GAME_OVER,147,0,5,6,"(7,3)","(6,17)","(10,5)","(8,3)","(3,16)","(1,16)","(5,14)","(4,8)","(4,16)","(5,6)","(3,8)","(3,14)","(10,4)"
-1552751862,Descent2e,0,ABOUT_TO_START,0,0,5,7,"(10,5)","(1,16)","(8,2)","(9,4)","(2,15)","(2,16)","(1,15)","(3,7)","(2,3)","(3,6)","(3,4)","(2,5)","(7,3)"
-1552751862,Descent2e,0,ROUND_OVER,22,13,5,7,"(10,5)","(1,16)","(8,2)","(9,4)","(2,15)","(2,16)","(1,15)","(6,16)","(2,3)","(3,9)","(5,8)","(3,10)","(7,3)"
-1552751862,Descent2e,1,ROUND_OVER,45,13,5,7,"(10,5)","(1,16)","(8,2)","(9,4)","(2,15)","(2,16)","(1,15)","(6,16)","(2,3)","(3,9)","(5,8)","(4,15)","(7,3)"
